snp,chromosome,basepair,gene,phewas_code,phewas_string,cases,odds_ratio,p
rs10934853,3,128038373.0,EEFSEC,367.0,Disorders of refraction and accommodation; blindness and low vision,6059,1.074,0.07118
rs10934853,3,128038373.0,EEFSEC,368.0,Visual disturbances,1645,0.9631,0.3953
rs10934853,3,128038373.0,EEFSEC,369.0,Infection of the eye,1229,1.014,0.8038
rs10934853,3,128038373.0,EEFSEC,370.0,Keratitis,243,1.055,0.6219
rs10934853,3,128038373.0,EEFSEC,371.0,Inflammation of the eye,2616,1.044,0.3322
rs10934853,3,128038373.0,EEFSEC,372.0,Disorders of conjunctiva,404,1.117,0.2107
rs10934853,3,128038373.0,EEFSEC,695.4,Lupus,112,0.7626,0.09393
rs10934853,3,128038373.0,EEFSEC,374.0,Other disorders of eyelids,1407,1.111,0.05379
rs10934853,3,128038373.0,EEFSEC,375.0,Disorders of lacrimal system,1752,0.9315,0.1599
rs10934853,3,128038373.0,EEFSEC,377.0,Disorders of optic nerve and visual pathways,332,0.9590000000000001,0.6554
rs10934853,3,128038373.0,EEFSEC,377.3,Optic neuritis/neuropathy,200,1.075,0.5339
rs10934853,3,128038373.0,EEFSEC,378.0,Strabismus and other disorders of binocular eye movements,524,0.9034,0.1854
rs10934853,3,128038373.0,EEFSEC,379.0,Other disorders of eye,2591,1.03,0.4998
rs10934853,3,128038373.0,EEFSEC,380.0,Disorders of external ear,63,0.9086,0.6359
rs10934853,3,128038373.0,EEFSEC,381.0,Otitis media and Eustachian tube disorders,1425,1.006,0.902
rs10934853,3,128038373.0,EEFSEC,383.0,Otosclerosis,101,0.7552,0.10099999999999999
rs10934853,3,128038373.0,EEFSEC,384.0,Other disorders of tympanic membrane,116,0.9328,0.6432
rs10934853,3,128038373.0,EEFSEC,385.0,Other disorders of middle ear and mastoid,110,0.8973,0.489
rs10934853,3,128038373.0,EEFSEC,386.0,Vertiginous syndromes and other disorders of vestibular system,3002,1.0070000000000001,0.8416
rs10934853,3,128038373.0,EEFSEC,386.1,Meniere's disease,65,0.5887,0.01898
rs10934853,3,128038373.0,EEFSEC,386.2,Peripheral or central vertigo,481,0.9811,0.8031
rs10934853,3,128038373.0,EEFSEC,388.0,Other disorders of ear,314,0.9363,0.5089
rs10934853,3,128038373.0,EEFSEC,389.0,Hearing loss,3601,1.011,0.7586
rs10934853,3,128038373.0,EEFSEC,394.0,Chronic rheumatic disease of the heart valves,860,0.9993,0.9907
rs10934853,3,128038373.0,EEFSEC,401.0,Hypertension,8185,1.035,0.3021
rs10934853,3,128038373.0,EEFSEC,411.0,Ischemic Heart Disease,4085,0.9713,0.3849
rs10934853,3,128038373.0,EEFSEC,415.0,Pulmonary heart disease,772,0.9261,0.2037
rs10934853,3,128038373.0,EEFSEC,453.0,Chronic venous hypertension,31,1.444,0.1522
rs10934853,3,128038373.0,EEFSEC,420.0,Carditis,362,0.9662,0.6828
rs10934853,3,128038373.0,EEFSEC,425.0,Cardiomyopathy,579,0.9736,0.6927
rs10934853,3,128038373.0,EEFSEC,426.0,Cardiac conduction disorders,2685,0.9927,0.8667
rs10934853,3,128038373.0,EEFSEC,427.0,Cardiac dysrhythmias,5116,1.011,0.7404
rs10934853,3,128038373.0,EEFSEC,427.1,"Paroxysmal tachycardia, unspecified",572,0.9967,0.9640000000000001
rs10934853,3,128038373.0,EEFSEC,427.2,Atrial fibrillation and flutter,2041,1.035,0.4728
rs10934853,3,128038373.0,EEFSEC,428.0,Congestive heart failure; nonhypertensive,2044,0.9437,0.1912
rs10934853,3,128038373.0,EEFSEC,429.0,Ill-defined descriptions and complications of heart disease,1847,0.9571,0.3097
rs10934853,3,128038373.0,EEFSEC,430.0,Intracranial hemorrhage,194,1.247,0.04258
rs10934853,3,128038373.0,EEFSEC,433.0,Cerebrovascular disease,2631,0.9985,0.9682
rs10934853,3,128038373.0,EEFSEC,433.2,Occlusion of cerebral arteries,565,1.0090000000000001,0.8993
rs10934853,3,128038373.0,EEFSEC,440.0,Atherosclerosis,2013,0.9175,0.07036
rs10934853,3,128038373.0,EEFSEC,441.0,Vascular insufficiency of intestine,132,1.0290000000000001,0.8340000000000001
rs10934853,3,128038373.0,EEFSEC,442.0,Other aneurysm,700,0.9225,0.2362
rs10934853,3,128038373.0,EEFSEC,443.0,Peripheral vascular disease,1870,0.9395,0.1657
rs10934853,3,128038373.0,EEFSEC,444.0,Arterial embolism and thrombosis,383,0.9286,0.4009
rs10934853,3,128038373.0,EEFSEC,446.0,Polyarteritis nodosa and allied conditions,184,1.0590000000000002,0.622
rs10934853,3,128038373.0,EEFSEC,447.0,Other disorders of arteries and arterioles,354,0.8984,0.2509
rs10934853,3,128038373.0,EEFSEC,448.0,Disease of capillaries,174,1.012,0.924
rs10934853,3,128038373.0,EEFSEC,451.0,Phlebitis and thrombophlebitis,565,0.9943,0.9397
rs10934853,3,128038373.0,EEFSEC,452.0,Other venous embolism and thrombosis,919,0.9943,0.9236
rs10934853,3,128038373.0,EEFSEC,454.0,Varicose veins,1180,0.9615,0.4936
rs10934853,3,128038373.0,EEFSEC,455.0,Hemorrhoids,2796,0.9963,0.9327
rs10934853,3,128038373.0,EEFSEC,457.0,"Encounter for long-term (current) use of anticoagulants, antithrombotics, aspirin",309,1.038,0.6937
rs10934853,3,128038373.0,EEFSEC,458.0,Hypotension,1167,1.031,0.5419
rs10934853,3,128038373.0,EEFSEC,459.0,Other disorders of circulatory system,979,1.012,0.8292
rs10934853,3,128038373.0,EEFSEC,465.0,Acute upper respiratory infections of multiple or unspecified sites,3947,1.056,0.1551
rs10934853,3,128038373.0,EEFSEC,470.0,Septal Deviations/Turbinate Hypertrophy,706,1.041,0.5539999999999999
rs10934853,3,128038373.0,EEFSEC,471.0,Nasal polyps,196,0.9469,0.6425
rs10934853,3,128038373.0,EEFSEC,472.0,Chronic pharyngitis and nasopharyngitis,844,0.9621,0.5338
rs10934853,3,128038373.0,EEFSEC,473.0,Diseases of the larynx and vocal cords,659,0.9172,0.2005
rs10934853,3,128038373.0,EEFSEC,474.0,Acute and chronic tonsillitis,146,0.8761,0.365
rs10934853,3,128038373.0,EEFSEC,475.0,Chronic sinusitis,1978,1.001,0.9889
rs10934853,3,128038373.0,EEFSEC,476.0,Allergic rhinitis,1716,0.992,0.8564
rs10934853,3,128038373.0,EEFSEC,477.0,Epistaxis or throat hemorrage,493,1.055,0.4831
rs10934853,3,128038373.0,EEFSEC,478.0,Throat pain,65,0.8742,0.5065
rs10934853,3,128038373.0,EEFSEC,480.0,Pneumonia,2367,0.9396,0.1304
rs10934853,3,128038373.0,EEFSEC,481.0,Influenza,195,0.8283,0.1229
rs10934853,3,128038373.0,EEFSEC,483.0,Acute bronchitis and bronchiolitis,1625,0.9313,0.139
rs10934853,3,128038373.0,EEFSEC,495.0,Asthma,1390,0.9974,0.9563
rs10934853,3,128038373.0,EEFSEC,496.0,Chronic airway obstruction,1807,0.9379,0.1402
rs10934853,3,128038373.0,EEFSEC,500.0,Lung disease due to external agents,82,1.177,0.3304
rs10934853,3,128038373.0,EEFSEC,505.0,Other pulmonary inflamation or edema,204,0.8199,0.08807000000000001
rs10934853,3,128038373.0,EEFSEC,506.0,Empyema and pneumothorax,228,0.9538,0.6576
rs10934853,3,128038373.0,EEFSEC,507.0,Pleurisy; pleural effusion,977,0.9828,0.7483
rs10934853,3,128038373.0,EEFSEC,508.0,Pulmonary collapse; interstitial and compensatory emphysema,684,1.0070000000000001,0.912
rs10934853,3,128038373.0,EEFSEC,510.0,Other diseases of lung,1180,0.9511,0.3174
rs10934853,3,128038373.0,EEFSEC,512.0,Other symptoms of respiratory system,1481,1.0490000000000002,0.3216
rs10934853,3,128038373.0,EEFSEC,513.0,Respiratory abnormalities,206,0.9108,0.4049
rs10934853,3,128038373.0,EEFSEC,514.0,Abnormal findings examination of lungs,756,1.041,0.5203
rs10934853,3,128038373.0,EEFSEC,516.0,Abnormal sputum,204,1.0,0.9998
rs10934853,3,128038373.0,EEFSEC,519.0,"Other diseases of respiratory system, not elsewhere classified",716,1.04,0.519
rs10934853,3,128038373.0,EEFSEC,520.0,Disorders of tooth development,199,0.8693,0.2497
rs10934853,3,128038373.0,EEFSEC,521.0,Diseases of hard tissues of teeth,557,1.04,0.5743
rs10934853,3,128038373.0,EEFSEC,522.0,Diseases of pulp and periapical tissues,530,0.9229999999999999,0.2911
rs10934853,3,128038373.0,EEFSEC,523.0,Gingival and periodontal diseases,548,0.9576,0.5446
rs10934853,3,128038373.0,EEFSEC,524.0,"Dentofacial anomalies, including malocclusion",81,1.239,0.213
rs10934853,3,128038373.0,EEFSEC,525.0,Other diseases of the teeth and supporting structures,330,0.9186,0.3496
rs10934853,3,128038373.0,EEFSEC,526.0,Diseases of the jaws,548,0.9266,0.3003
rs10934853,3,128038373.0,EEFSEC,527.0,Diseases of the salivary glands,238,1.0979999999999999,0.3563
rs10934853,3,128038373.0,EEFSEC,528.0,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",701,0.8962,0.08601
rs10934853,3,128038373.0,EEFSEC,649.1,Diabetes or abnormal glucose tolerance complicating pregnancy,29,1.469,0.1687
rs10934853,3,128038373.0,EEFSEC,529.0,Diseases and other conditions of the tongue,135,0.8859,0.3908
rs10934853,3,128038373.0,EEFSEC,530.0,Diseases of esophagus,3812,1.016,0.6305
rs10934853,3,128038373.0,EEFSEC,531.0,Peptic ulcer (excl. esophageal),784,1.1059999999999999,0.1004
rs10934853,3,128038373.0,EEFSEC,535.0,Gastritis and duodenitis,1061,1.079,0.1556
rs10934853,3,128038373.0,EEFSEC,536.0,Disorders of function of stomach,906,1.028,0.6273
rs10934853,3,128038373.0,EEFSEC,537.0,Other disorders of stomach and duodenum,270,1.27,0.01128
rs10934853,3,128038373.0,EEFSEC,540.0,Appendiceal conditions,138,0.9489,0.701
rs10934853,3,128038373.0,EEFSEC,550.0,Abdominal hernia,2499,0.9806,0.5958
rs10934853,3,128038373.0,EEFSEC,555.0,Inflammatory bowel disease and other gastroenteritis and colitis,197,1.181,0.1381
rs10934853,3,128038373.0,EEFSEC,560.0,Intestinal obstruction without mention of hernia,593,1.042,0.5581
rs10934853,3,128038373.0,EEFSEC,562.0,Diverticulosis and diverticulitis,2761,1.0490000000000002,0.2556
rs10934853,3,128038373.0,EEFSEC,564.0,Functional digestive disorders,1284,1.005,0.9205
rs10934853,3,128038373.0,EEFSEC,564.1,Irritable Bowel Syndrome,868,0.9835,0.7971
rs10934853,3,128038373.0,EEFSEC,565.0,Anal and rectal conditions,967,0.9894,0.8444
rs10934853,3,128038373.0,EEFSEC,567.0,Peritonitis and retroperitoneal infections,127,0.9607,0.7761
rs10934853,3,128038373.0,EEFSEC,568.0,Other disorders of peritoneum,113,0.8706,0.3664
rs10934853,3,128038373.0,EEFSEC,569.0,Other disorders of intestine,533,1.021,0.7668
rs10934853,3,128038373.0,EEFSEC,571.0,Chronic liver disease and cirrhosis,377,1.081,0.3398
rs10934853,3,128038373.0,EEFSEC,572.0,Ascites (non malignant),136,1.113,0.4224
rs10934853,3,128038373.0,EEFSEC,571.81,Portal hypertension,54,1.006,0.9771
rs10934853,3,128038373.0,EEFSEC,573.0,Other disorders of liver,1706,0.996,0.9243
rs10934853,3,128038373.0,EEFSEC,574.0,Cholelithiasis and cholecystitis,1189,0.9911,0.8549
rs10934853,3,128038373.0,EEFSEC,575.0,Other biliary tract disease,285,1.032,0.7381
rs10934853,3,128038373.0,EEFSEC,577.0,Diseases of pancreas,414,1.0090000000000001,0.9037
