snp	chromosome	basepair	gene	phewas_code	phewas_string	cases	odds_ratio	p
rs8067378	17	38051348.0	*GSDMB	599.4	Urinary incontinence	1353	1.105	0.02562
rs8067378	17	38051348.0	*GSDMB	426.8	Other cardiac conduction disorders	52	1.589	0.0258
rs8067378	17	38051348.0	*GSDMB	740.2	Osteoarthrosis, generalized	530	1.168	0.026430000000000002
rs8067378	17	38051348.0	*GSDMB	345.1	Epilepsy	170	0.784	0.027460000000000002
rs8067378	17	38051348.0	*GSDMB	912.0	Insect bite	348	0.8405	0.028669999999999998
rs8067378	17	38051348.0	*GSDMB	751.2	Congenital anomalies of urinary system	107	1.355	0.02872
rs8067378	17	38051348.0	*GSDMB	689.0	Disorder of skin and subcutaneous tissue NOS	2203	1.084	0.02887
rs8067378	17	38051348.0	*GSDMB	519.8	Other diseases of respiratory system, NEC	151	1.294	0.02935
rs8067378	17	38051348.0	*GSDMB	201.0	Hodgkin's disease	45	1.6	0.030189999999999998
rs8067378	17	38051348.0	*GSDMB	527.0	Diseases of the salivary glands	238	1.225	0.03028
rs8067378	17	38051348.0	*GSDMB	350.5	Abnormal reflex	26	0.534	0.030639999999999997
rs8067378	17	38051348.0	*GSDMB	754.0	Congenital musculoskeletal deformities of spine	126	1.318	0.0309
rs8067378	17	38051348.0	*GSDMB	287.0	Purpura and other hemorrhagic conditions	786	1.125	0.03184
rs8067378	17	38051348.0	*GSDMB	601.11	Acute prostatitis	67	1.474	0.032510000000000004
rs8067378	17	38051348.0	*GSDMB	724.0	Other and unspecified disorders of back	924	0.892	0.03259
rs8067378	17	38051348.0	*GSDMB	364.9	Cornea replaced by transplant	49	1.557	0.03266
rs8067378	17	38051348.0	*GSDMB	8.52	Intestinal infection due to C. difficile	149	1.2830000000000001	0.03315
rs8067378	17	38051348.0	*GSDMB	871.3	Open wound of foot except toe(s) alone	92	0.7304	0.03583
rs8067378	17	38051348.0	*GSDMB	440.22	Atherosclerosis of native arteries of the extremities with intermittent claudication	961	0.8826	0.03599
rs8067378	17	38051348.0	*GSDMB	259.0	Other endocrine disorders	80	1.402	0.036410000000000005
rs8067378	17	38051348.0	*GSDMB	286.0	Coagulation defects	2191	1.0759999999999998	0.038130000000000004
rs8067378	17	38051348.0	*GSDMB	817.0	Concussion	97	0.7391	0.03815
rs8067378	17	38051348.0	*GSDMB	735.21	Hammer toe (acquired	563	1.1420000000000001	0.03875
rs8067378	17	38051348.0	*GSDMB	362.23	Cystoid macular degeneration of retina	254	1.2209999999999999	0.03885
rs8067378	17	38051348.0	*GSDMB	737.0	Curvature of spine	353	1.173	0.03997
rs8067378	17	38051348.0	*GSDMB	604.0	Disorders of penis	220	1.247	0.04148
rs8067378	17	38051348.0	*GSDMB	433.6	Acute, but ill-defined cerebrovascular disease	579	1.137	0.042980000000000004
rs8067378	17	38051348.0	*GSDMB	596.1	Bladder neck obstruction	308	1.187	0.043289999999999995
rs8067378	17	38051348.0	*GSDMB	189.11	Malignant neoplasm of kidney, except pelvis	172	0.8001	0.04358
rs8067378	17	38051348.0	*GSDMB	755.6	Other congenital anomalies of lower limb, including pelvic girdle	45	1.554	0.04473
rs8067378	17	38051348.0	*GSDMB	709.0	Diffuse diseases of connective tissue	288	1.187	0.04649
rs8067378	17	38051348.0	*GSDMB	443.8	Other specified peripheral vascular diseases	32	0.5946	0.04705
rs8067378	17	38051348.0	*GSDMB	360.3	Hypotony of eye	28	1.722	0.04771
rs8067378	17	38051348.0	*GSDMB	724.2	Disorders of coccyx	219	0.8181	0.047889999999999995
rs8067378	17	38051348.0	*GSDMB	707.3	Chronic ulcer of unspecified site	260	0.8383	0.04791
rs8067378	17	38051348.0	*GSDMB	756.0	Other congenital musculoskeletal anomalies	26	1.774	0.04797
rs8067378	17	38051348.0	*GSDMB	280.2	Iron deficiency anemia secondary to blood loss (chronic)	192	0.815	0.04927
rs8067378	17	38051348.0	*GSDMB	430.1	Subarachnoid hemorrhage	36	1.6030000000000002	0.050339999999999996
rs8067378	17	38051348.0	*GSDMB	526.5	Inflammatory conditions of jaw	81	0.7275	0.05113
rs8067378	17	38051348.0	*GSDMB	681.2	Cellulitis and abscess of face/neck	162	1.2429999999999999	0.05318
rs8067378	17	38051348.0	*GSDMB	694.2	Other dyschromia	310	1.171	0.05366
rs8067378	17	38051348.0	*GSDMB	270.38	Other specified disorders of plasma protein metabolism	28	1.6980000000000002	0.05445
rs8067378	17	38051348.0	*GSDMB	288.11	Neutropenia	366	1.157	0.05546
rs8067378	17	38051348.0	*GSDMB	702.1	Actinic keratosis	2505	1.073	0.05585
rs8067378	17	38051348.0	*GSDMB	702.0	Degenerative skin conditions and other dermatoses	4203	1.064	0.05724
rs8067378	17	38051348.0	*GSDMB	618.5	Prolapse of vaginal vault after hysterectomy	102	1.31	0.058210000000000005
rs8067378	17	38051348.0	*GSDMB	362.4	Retinal vascular changes and abnomalities	496	1.1440000000000001	0.0585
rs8067378	17	38051348.0	*GSDMB	735.2	Acquired toe deformities	758	1.112	0.05909
rs8067378	17	38051348.0	*GSDMB	614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	25	0.5723	0.059179999999999996
rs8067378	17	38051348.0	*GSDMB	700.0	Corns and callosities	859	1.105	0.05934
rs8067378	17	38051348.0	*GSDMB	420.3	Endocarditis	177	0.8174	0.06095
rs8067378	17	38051348.0	*GSDMB	594.0	Urinary calculus	828	1.1	0.06249
rs8067378	17	38051348.0	*GSDMB	389.1	Sensorineural hearing loss	2291	0.9343	0.06475
rs8067378	17	38051348.0	*GSDMB	374.0	Other disorders of eyelids	1407	1.095	0.06477999999999999
rs8067378	17	38051348.0	*GSDMB	800.0	Fracture of lower limb	987	1.0979999999999999	0.06489
rs8067378	17	38051348.0	*GSDMB	695.41	Lupus erythematosus	39	0.6506	0.06525
rs8067378	17	38051348.0	*GSDMB	442.1	Aortic aneurysm	559	0.8831	0.06592999999999999
rs8067378	17	38051348.0	*GSDMB	522.5	Periapical abscess	481	0.8786	0.06692000000000001
rs8067378	17	38051348.0	*GSDMB	562.1	Diverticulosis	2483	1.0759999999999998	0.06792000000000001
rs8067378	17	38051348.0	*GSDMB	289.9	Abnormality of red blood cells	33	1.58	0.06847
rs8067378	17	38051348.0	*GSDMB	269.0	Proteinuria	248	1.18	0.0698
rs8067378	17	38051348.0	*GSDMB	598.0	Abnormal findings on examination of urine	694	1.11	0.07025
rs8067378	17	38051348.0	*GSDMB	446.9	Arteritis NOS	74	0.7379	0.07157000000000001
rs8067378	17	38051348.0	*GSDMB	189.1	Cancer of kidney and renal pelvis	174	0.8214	0.07288
rs8067378	17	38051348.0	*GSDMB	477.0	Epistaxis or throat hemorrage	493	1.1340000000000001	0.07297999999999999
rs8067378	17	38051348.0	*GSDMB	300.13	Phobia	30	0.6189	0.07445
rs8067378	17	38051348.0	*GSDMB	599.6	Oliguria and anuria	28	1.6219999999999999	0.07475
rs8067378	17	38051348.0	*GSDMB	388.0	Other disorders of ear	314	0.8546	0.07577
rs8067378	17	38051348.0	*GSDMB	279.11	Deficiency of humoral immunity	29	0.6188	0.07672999999999999
rs8067378	17	38051348.0	*GSDMB	389.0	Hearing loss	3601	0.9473	0.08077999999999999
rs8067378	17	38051348.0	*GSDMB	720.1	Spinal stenosis of lumbar region	1005	0.9171	0.0809
rs8067378	17	38051348.0	*GSDMB	345.0	Epilepsy, recurrent seizures, convulsions	512	0.8952	0.08467000000000001
rs8067378	17	38051348.0	*GSDMB	334.0	Degenerative disease of the spinal cord	110	0.7922	0.08612
rs8067378	17	38051348.0	*GSDMB	173.0	Neoplasm of uncertain behavior of skin	497	1.122	0.08665
rs8067378	17	38051348.0	*GSDMB	562.2	Diverticulitis	460	1.133	0.08672
rs8067378	17	38051348.0	*GSDMB	519.0	Other diseases of respiratory system, not elsewhere classified	716	1.0979999999999999	0.08797999999999999
rs8067378	17	38051348.0	*GSDMB	345.3	Convulsions	461	0.8913	0.08824
rs8067378	17	38051348.0	*GSDMB	446.0	Polyarteritis nodosa and allied conditions	184	0.8337	0.08863
rs8067378	17	38051348.0	*GSDMB	369.2	Eye infection, viral	147	0.8157	0.08878
rs8067378	17	38051348.0	*GSDMB	345.12	Partial epilepsy	128	0.8063	0.08879
rs8067378	17	38051348.0	*GSDMB	520.0	Disorders of tooth development	199	0.8345	0.08961000000000001
rs8067378	17	38051348.0	*GSDMB	764.0	Sciatica	744	0.9097	0.08968
rs8067378	17	38051348.0	*GSDMB	411.0	Ischemic Heart Disease	4085	0.9505	0.09182
rs8067378	17	38051348.0	*GSDMB	286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	2012	1.064	0.09289
rs8067378	17	38051348.0	*GSDMB	374.1	Ectropion or entropion	366	1.1520000000000001	0.09333
rs8067378	17	38051348.0	*GSDMB	246.7	Abnormal results of function study of thyroid	290	1.157	0.09337999999999999
rs8067378	17	38051348.0	*GSDMB	276.41	Acidosis	153	1.216	0.09351
rs8067378	17	38051348.0	*GSDMB	557.8	Other specified intestinal malabsorption	61	1.371	0.09533
rs8067378	17	38051348.0	*GSDMB	615.0	Endometriosis	164	0.8242	0.09556
rs8067378	17	38051348.0	*GSDMB	596.0	Other disorders of bladder	727	1.0959999999999999	0.09636
rs8067378	17	38051348.0	*GSDMB	287.3	Thrombocytopenia	611	1.1059999999999999	0.09799
rs8067378	17	38051348.0	*GSDMB	797.0	Shock	141	1.22	0.09856000000000001
rs8067378	17	38051348.0	*GSDMB	452.2	Deep vein thrombosis [DVT]	302	1.151	0.09991
rs8067378	17	38051348.0	*GSDMB	371.0	Inflammation of the eye	2616	1.068	0.09997
rs8067378	17	38051348.0	*GSDMB	626.11	Absent or infrequent menstruation	111	1.2930000000000001	0.1009
rs8067378	17	38051348.0	*GSDMB	681.7	Cellulitis and abscess of trunk	229	1.168	0.1009
rs8067378	17	38051348.0	*GSDMB	350.1	Abnormal involuntary movements	327	0.8767	0.10099999999999999
rs8067378	17	38051348.0	*GSDMB	737.1	Kyphosis (acquired)	104	1.258	0.1013
rs8067378	17	38051348.0	*GSDMB	495.2	Asthma with exacerbation	155	1.21	0.1014
rs8067378	17	38051348.0	*GSDMB	70.4	Chronic hepatitis	46	0.7066	0.1025
rs8067378	17	38051348.0	*GSDMB	473.0	Diseases of the larynx and vocal cords	659	1.103	0.1026
rs8067378	17	38051348.0	*GSDMB	527.2	Sialoadenitis	103	1.256	0.1059
rs8067378	17	38051348.0	*GSDMB	614.51	Cervicitis and endocervicitis	72	1.315	0.1082
rs8067378	17	38051348.0	*GSDMB	414.2	ASCVD	166	1.202	0.1087
rs8067378	17	38051348.0	*GSDMB	965.1	Opiates and related narcotics causing adverse effects in therapeutic use	250	1.166	0.1089
rs8067378	17	38051348.0	*GSDMB	585.2	Renal failure NOS	194	0.8473	0.1099
rs8067378	17	38051348.0	*GSDMB	572.0	Ascites (non malignant)	136	1.216	0.1103
rs8067378	17	38051348.0	*GSDMB	994.0	Sepsis and SIRS	290	1.1440000000000001	0.1106
rs8067378	17	38051348.0	*GSDMB	184.11	Malignant neoplasm of ovary	58	1.3519999999999999	0.1109
rs8067378	17	38051348.0	*GSDMB	290.11	Alzheimer's disease	737	1.101	0.11199999999999999
rs8067378	17	38051348.0	*GSDMB	528.11	Stomatitis and mucositis (ulcerative)	44	0.7089	0.1139
rs8067378	17	38051348.0	*GSDMB	588.2	Secondary hyperparathyroidism (of renal origin)	166	1.193	0.1147
rs8067378	17	38051348.0	*GSDMB	803.1	Fracture of humerus	331	1.137	0.1148
rs8067378	17	38051348.0	*GSDMB	216.0	Benign neoplasm of skin	2106	1.058	0.1151
rs8067378	17	38051348.0	*GSDMB	681.0	Superficial cellulitis and abscess	2493	1.055	0.11599999999999999
rs8067378	17	38051348.0	*GSDMB	706.2	Sebaceous cyst	1223	1.073	0.1167
rs8067378	17	38051348.0	*GSDMB	605.0	Erectile dysfunction [ED]	1098	1.094	0.1174
rs8067378	17	38051348.0	*GSDMB	763.0	Thoracic or lumbosacral neuritis or radiculitis, unspecified	1659	0.9396	0.1183
rs8067378	17	38051348.0	*GSDMB	530.5	Disorders of esophageal motility	101	0.8	0.1202
rs8067378	17	38051348.0	*GSDMB	707.1	Decubitus ulcer	385	1.122	0.1215
rs8067378	17	38051348.0	*GSDMB	250.13	Type 1 diabetes with ophthalmic manifestations	129	0.8203	0.1237
rs8067378	17	38051348.0	*GSDMB	110.12	Althete's foot	307	1.136	0.1238
rs8067378	17	38051348.0	*GSDMB	520.2	Disturbances in tooth eruption	189	0.8452	0.1246
rs8067378	17	38051348.0	*GSDMB	155.1	Malignant neoplasm of liver, primary	30	0.6652	0.1246
rs8067378	17	38051348.0	*GSDMB	480.0	Pneumonia	2367	0.9446	0.125
rs8067378	17	38051348.0	*GSDMB	809.0	Fracture of unspecified bones	842	1.085	0.1251
rs8067378	17	38051348.0	*GSDMB	604.1	Redundant prepuce and phimosis/BXO	70	1.3530000000000002	0.1255
rs8067378	17	38051348.0	*GSDMB	871.4	Open wound of toe(s)	49	0.7316	0.1266
rs8067378	17	38051348.0	*GSDMB	599.3	Dysuria	914	1.085	0.1276
rs8067378	17	38051348.0	*GSDMB	573.2	Liver replaced by transplant	28	0.6594	0.1303
rs8067378	17	38051348.0	*GSDMB	260.2	severe protein-calorie malnutrition	81	1.275	0.1315
rs8067378	17	38051348.0	*GSDMB	706.0	Diseases of sebaceous glands	2019	1.057	0.1315
rs8067378	17	38051348.0	*GSDMB	335.0	Multiple sclerosis	83	1.2690000000000001	0.1321
rs8067378	17	38051348.0	*GSDMB	471.0	Nasal polyps	196	1.1740000000000002	0.1324
rs8067378	17	38051348.0	*GSDMB	618.0	Genital prolapse	718	1.089	0.133
rs8067378	17	38051348.0	*GSDMB	705.0	Disorders of sweat glands	303	1.133	0.1344
rs8067378	17	38051348.0	*GSDMB	803.0	Fracture of upper limb	1015	1.0759999999999998	0.1351
rs8067378	17	38051348.0	*GSDMB	624.0	Symptoms involving female genital tract	167	0.8404	0.1356
rs8067378	17	38051348.0	*GSDMB	8.5	Bacterial enteritis	194	1.1640000000000001	0.1367
rs8067378	17	38051348.0	*GSDMB	840.3	Joint/ligament sprain	228	1.158	0.1376
rs8067378	17	38051348.0	*GSDMB	594.3	Calculus of ureter	338	1.123	0.1378
rs8067378	17	38051348.0	*GSDMB	433.31	Transient cerebral ischemia	951	1.077	0.1384
rs8067378	17	38051348.0	*GSDMB	455.0	Hemorrhoids	2796	1.0590000000000002	0.1414
rs8067378	17	38051348.0	*GSDMB	842.0	Other sprains and strains	188	1.17	0.1415
rs8067378	17	38051348.0	*GSDMB	371.1	Uveitis, noninfectious or NOS	261	1.143	0.1426
rs8067378	17	38051348.0	*GSDMB	588.0	Disorders resulting from impaired renal function	238	1.147	0.14300000000000002
rs8067378	17	38051348.0	*GSDMB	696.3	Pityriasis	26	1.5119999999999998	0.1432
rs8067378	17	38051348.0	*GSDMB	496.0	Chronic airway obstruction	1807	1.058	0.1438
rs8067378	17	38051348.0	*GSDMB	747.13	Congenital anomalies of great vessels	34	0.6957	0.1445
rs8067378	17	38051348.0	*GSDMB	286.12	Congenital deficiency of other clotting factors (including factor VII)	28	1.486	0.1458
rs8067378	17	38051348.0	*GSDMB	288.1	Decreased white blood cell count	398	1.112	0.1458
rs8067378	17	38051348.0	*GSDMB	112.0	Candidiasis	570	1.095	0.1465
rs8067378	17	38051348.0	*GSDMB	931.0	Contact dermatitis and other eczema due to plants [except food]	52	0.7454	0.1466
rs8067378	17	38051348.0	*GSDMB	701.0	Other hypertrophic and atrophic conditions of skin	1824	1.058	0.1469
rs8067378	17	38051348.0	*GSDMB	800.2	Fracture of unspecified part of femur	131	1.2	0.1498
rs8067378	17	38051348.0	*GSDMB	575.2	Obstruction of bile duct	71	1.274	0.1515
rs8067378	17	38051348.0	*GSDMB	531.2	Gastric ulcer	280	1.136	0.1526
rs8067378	17	38051348.0	*GSDMB	705.1	Dyshidrosis	68	1.278	0.1541
rs8067378	17	38051348.0	*GSDMB	740.11	Osteoarthrosis, localized, primary	399	1.115	0.1549
rs8067378	17	38051348.0	*GSDMB	251.0	Other disorders of pancreatic internal secretion	56	1.311	0.1557
rs8067378	17	38051348.0	*GSDMB	475.9	Postnasal drip	47	1.345	0.1563
rs8067378	17	38051348.0	*GSDMB	175.0	Acquired absence of breast	229	0.8663	0.1563
rs8067378	17	38051348.0	*GSDMB	701.4	Keloid scar	61	1.295	0.157
rs8067378	17	38051348.0	*GSDMB	353.1	Nerve plexus lesions	122	0.8313	0.1597
rs8067378	17	38051348.0	*GSDMB	761.0	Neck pain	2298	1.05	0.16
rs8067378	17	38051348.0	*GSDMB	476.0	Allergic rhinitis	1716	1.058	0.1604
rs8067378	17	38051348.0	*GSDMB	716.11	Unspecified polyarthropathy or polyarthritis involving multiple sites	64	0.7787	0.1605
rs8067378	17	38051348.0	*GSDMB	586.2	Cyst of kidney, acquired	235	1.1420000000000001	0.1606
rs8067378	17	38051348.0	*GSDMB	611.11	Mammographic microcalcification	80	0.7959	0.1606
rs8067378	17	38051348.0	*GSDMB	707.2	Chronic ulcer of leg or foot	847	0.9311	0.1616
rs8067378	17	38051348.0	*GSDMB	740.0	Osteoarthrosis	5272	1.043	0.1617
rs8067378	17	38051348.0	*GSDMB	317.0	Alcohol-related disorders	515	1.095	0.163
rs8067378	17	38051348.0	*GSDMB	599.8	Other symptoms involving urinary system	343	1.12	0.1639
rs8067378	17	38051348.0	*GSDMB	726.2	Synoviopathy	238	1.149	0.1648
rs8067378	17	38051348.0	*GSDMB	613.7	Other signs and symptoms in breast	174	1.172	0.1654
rs8067378	17	38051348.0	*GSDMB	994.2	Sepsis	270	1.129	0.1654
rs8067378	17	38051348.0	*GSDMB	794.0	Abnormal results of function studies	69	1.268	0.1656
rs8067378	17	38051348.0	*GSDMB	415.1	Pulmonary embolism and infarction	319	0.8945	0.168
rs8067378	17	38051348.0	*GSDMB	686.9	Other/Unspecified specified local infections of skin and subcutaneous tissue	295	0.8899	0.1684
rs8067378	17	38051348.0	*GSDMB	561.0	Symptoms involving digestive system	524	1.104	0.1689
rs8067378	17	38051348.0	*GSDMB	962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	25	1.496	0.1692
rs8067378	17	38051348.0	*GSDMB	681.5	Cellulitis and abscess of leg, except foot	748	1.078	0.1718
rs8067378	17	38051348.0	*GSDMB	528.5	Diseases of lips	100	1.215	0.1722
rs8067378	17	38051348.0	*GSDMB	790.8	Elevated C-reactive protein (CRP)	36	1.389	0.1723
rs8067378	17	38051348.0	*GSDMB	90.0	Sexually transmitted infections (not HIV or hepatitis)	34	0.7135	0.1723
rs8067378	17	38051348.0	*GSDMB	740.9	Osteoarthrosis NOS	4527	1.045	0.1724
rs8067378	17	38051348.0	*GSDMB	284.1	Pancytopenia	80	1.244	0.1731
rs8067378	17	38051348.0	*GSDMB	562.0	Diverticulosis and diverticulitis	2761	1.053	0.1738
rs8067378	17	38051348.0	*GSDMB	282.0	Hereditary hemolytic anemias	59	0.7765	0.1755
rs8067378	17	38051348.0	*GSDMB	636.0	Early or threatened labor; hemorrhage in early pregnancy	68	0.7757	0.1757
rs8067378	17	38051348.0	*GSDMB	495.0	Asthma	1390	1.0590000000000002	0.1762
rs8067378	17	38051348.0	*GSDMB	318.0	Tobacco use disorder	1902	1.05	0.1765
rs8067378	17	38051348.0	*GSDMB	8.0	Intestinal infection	406	1.101	0.1775
rs8067378	17	38051348.0	*GSDMB	149.0	Cancer of larynx, pharynx, nasal cavities	150	1.172	0.1779
rs8067378	17	38051348.0	*GSDMB	346.0	Abnormal findings on study of brain and/or nervous system	87	1.228	0.1785
rs8067378	17	38051348.0	*GSDMB	195.0	Cancer, suspected or other	499	1.092	0.1802
rs8067378	17	38051348.0	*GSDMB	362.22	Macular degeneration, wet	252	1.149	0.1807
rs8067378	17	38051348.0	*GSDMB	525.2	Atrophy of edentulous alveolar ridge	98	0.8212	0.1815
rs8067378	17	38051348.0	*GSDMB	244.2	Acquired hypothyroidism	45	0.7483	0.1816
rs8067378	17	38051348.0	*GSDMB	593.2	Microscopic hematuria	93	1.224	0.1829
rs8067378	17	38051348.0	*GSDMB	110.2	Dermatomycoses	58	1.28	0.1845
rs8067378	17	38051348.0	*GSDMB	495.1	Chronic obstructive asthma	253	0.8857	0.1853
rs8067378	17	38051348.0	*GSDMB	218.0	Benign neoplasm of uterus	466	0.9101	0.1857
rs8067378	17	38051348.0	*GSDMB	371.33	Noninfectious dermatoses of eyelid	60	1.275	0.1868
rs8067378	17	38051348.0	*GSDMB	185.0	Cancer of prostate	848	1.085	0.187
rs8067378	17	38051348.0	*GSDMB	276.5	Hypovolemia	1436	1.057	0.1898
rs8067378	17	38051348.0	*GSDMB	411.1	Unstable angina (intermediate coronary syndrome)	836	0.9303	0.1909
rs8067378	17	38051348.0	*GSDMB	253.4	Anterior pituitary disorders	60	1.273	0.1916
rs8067378	17	38051348.0	*GSDMB	966.0	Poisoning by anticonvulsants and anti-Parkinsonism drugs	43	0.7507	0.1918
rs8067378	17	38051348.0	*GSDMB	716.2	Unspecified monoarthritis	64	1.26	0.1951
rs8067378	17	38051348.0	*GSDMB	53.1	Herpes zoster with nervous system complications	89	0.8208	0.1957
rs8067378	17	38051348.0	*GSDMB	563.0	Constipation	1449	1.062	0.1959
rs8067378	17	38051348.0	*GSDMB	458.1	Orthostatic hypotension	461	0.9144	0.1961
rs8067378	17	38051348.0	*GSDMB	598.9	Other nonspecific findings on examination of urine	530	1.088	0.1965
rs8067378	17	38051348.0	*GSDMB	350.6	Disturbances of sensation of smell and taste	69	0.8005	0.1967
rs8067378	17	38051348.0	*GSDMB	365.11	Primary open angle glaucoma	416	1.1079999999999999	0.19699999999999998
rs8067378	17	38051348.0	*GSDMB	789.0	Nausea and vomiting	1851	1.048	0.1988
rs8067378	17	38051348.0	*GSDMB	426.7	Abnormal electrocardiogram [ECG] [EKG]	1338	0.9378	0.1992
rs8067378	17	38051348.0	*GSDMB	256.4	Polycystic ovaries	33	1.393	0.2
rs8067378	17	38051348.0	*GSDMB	611.1	Abnormal mammogram	933	0.9256	0.2
rs8067378	17	38051348.0	*GSDMB	198.2	Secondary malignancy of respiratory organs	140	0.8555	0.2
rs8067378	17	38051348.0	*GSDMB	363.0	Chorioretinal inflammations, scars, and other disorders of choroid	264	1.129	0.2003
rs8067378	17	38051348.0	*GSDMB	503.0	Pulmonary congestion and hypostasis	162	0.8655	0.2017
rs8067378	17	38051348.0	*GSDMB	442.11	Abdominal aortic aneurysm	404	0.9057	0.2023
rs8067378	17	38051348.0	*GSDMB	598.4	Other cells and casts in urine	141	1.1840000000000002	0.2024
rs8067378	17	38051348.0	*GSDMB	519.2	Respiratory complications	63	1.256	0.2034
rs8067378	17	38051348.0	*GSDMB	508.0	Pulmonary collapse; interstitial and compensatory emphysema	684	0.9303	0.2042
rs8067378	17	38051348.0	*GSDMB	366.1	Nonsenile Cataract	240	1.161	0.2045
rs8067378	17	38051348.0	*GSDMB	743.2	Pathologic fracture	517	1.088	0.2061
rs8067378	17	38051348.0	*GSDMB	353.0	Nerve root and plexus disorders	213	0.8813	0.2063
rs8067378	17	38051348.0	*GSDMB	793.7	Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	72	0.8098	0.2068
