snp	chromosome	basepair	gene	phewas_code	phewas_string	cases	odds_ratio	p
rs7216389	17	38069949.0	GSDMB	571.81	Portal hypertension	54	1.4869999999999999	0.04523
rs7216389	17	38069949.0	GSDMB	260.0	Protein-calorie malnutrition	690	1.119	0.04548
rs7216389	17	38069949.0	GSDMB	589.0	Abnormal results of function study of kidney	33	1.66	0.0458
rs7216389	17	38069949.0	GSDMB	288.0	Diseases of white blood cells	565	1.13	0.04626
rs7216389	17	38069949.0	GSDMB	800.4	Fracture of patella	126	1.2919999999999998	0.04699
rs7216389	17	38069949.0	GSDMB	756.0	Other congenital musculoskeletal anomalies	26	1.776	0.04743
rs7216389	17	38069949.0	GSDMB	716.11	Unspecified polyarthropathy or polyarthritis involving multiple sites	64	0.7011	0.0481
rs7216389	17	38069949.0	GSDMB	724.2	Disorders of coccyx	219	0.8188	0.04865
rs7216389	17	38069949.0	GSDMB	287.3	Thrombocytopenia	611	1.127	0.049
rs7216389	17	38069949.0	GSDMB	593.0	Hematuria	1939	1.082	0.049569999999999996
rs7216389	17	38069949.0	GSDMB	288.11	Neutropenia	366	1.161	0.04973
rs7216389	17	38069949.0	GSDMB	201.0	Hodgkin's disease	45	1.524	0.05122
rs7216389	17	38069949.0	GSDMB	571.8	Liver abscess and sequelae of chronic liver disease	81	1.367	0.05136
rs7216389	17	38069949.0	GSDMB	259.0	Other endocrine disorders	80	1.3659999999999999	0.05322
rs7216389	17	38069949.0	GSDMB	286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	2012	1.074	0.053579999999999996
rs7216389	17	38069949.0	GSDMB	360.3	Hypotony of eye	28	1.6969999999999998	0.05382000000000001
rs7216389	17	38069949.0	GSDMB	350.5	Abnormal reflex	26	0.5749	0.054220000000000004
rs7216389	17	38069949.0	GSDMB	287.1	Spontaneous ecchymoses	70	1.391	0.05604
rs7216389	17	38069949.0	GSDMB	189.11	Malignant neoplasm of kidney, except pelvis	172	0.812	0.05934
rs7216389	17	38069949.0	GSDMB	364.9	Cornea replaced by transplant	49	1.473	0.0602
rs7216389	17	38069949.0	GSDMB	754.0	Congenital musculoskeletal deformities of spine	126	1.271	0.0604
rs7216389	17	38069949.0	GSDMB	599.5	Frequency of urination and polyuria	1457	1.085	0.06117
rs7216389	17	38069949.0	GSDMB	389.1	Sensorineural hearing loss	2291	0.9333	0.06191
rs7216389	17	38069949.0	GSDMB	702.1	Actinic keratosis	2505	1.071	0.061939999999999995
rs7216389	17	38069949.0	GSDMB	695.41	Lupus erythematosus	39	0.6463	0.062060000000000004
rs7216389	17	38069949.0	GSDMB	345.12	Partial epilepsy	128	0.7898	0.062270000000000006
rs7216389	17	38069949.0	GSDMB	809.0	Fracture of unspecified bones	842	1.104	0.06272
rs7216389	17	38069949.0	GSDMB	495.0	Asthma	1390	1.082	0.06316000000000001
rs7216389	17	38069949.0	GSDMB	473.0	Diseases of the larynx and vocal cords	659	1.1179999999999999	0.06401
rs7216389	17	38069949.0	GSDMB	568.0	Other disorders of peritoneum	113	0.7779	0.0644
rs7216389	17	38069949.0	GSDMB	604.0	Disorders of penis	220	1.2209999999999999	0.06502999999999999
rs7216389	17	38069949.0	GSDMB	614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	25	0.5814	0.06558
rs7216389	17	38069949.0	GSDMB	735.2	Acquired toe deformities	758	1.109	0.06585
rs7216389	17	38069949.0	GSDMB	525.0	Other diseases of the teeth and supporting structures	330	0.8614	0.06588
rs7216389	17	38069949.0	GSDMB	350.1	Abnormal involuntary movements	327	0.8634	0.06734
rs7216389	17	38069949.0	GSDMB	269.0	Proteinuria	248	1.182	0.06749
rs7216389	17	38069949.0	GSDMB	720.1	Spinal stenosis of lumbar region	1005	0.9131	0.06763999999999999
rs7216389	17	38069949.0	GSDMB	256.4	Polycystic ovaries	33	1.6019999999999999	0.06921000000000001
rs7216389	17	38069949.0	GSDMB	300.13	Phobia	30	0.6137	0.07046000000000001
rs7216389	17	38069949.0	GSDMB	362.4	Retinal vascular changes and abnomalities	496	1.137	0.07069
rs7216389	17	38069949.0	GSDMB	289.8	Polycythemia vera, secondary	69	1.361	0.07353
rs7216389	17	38069949.0	GSDMB	279.11	Deficiency of humoral immunity	29	0.6168	0.07486
rs7216389	17	38069949.0	GSDMB	709.2	Sicca syndrome	100	1.295	0.07496
rs7216389	17	38069949.0	GSDMB	594.0	Urinary calculus	828	1.095	0.0761
rs7216389	17	38069949.0	GSDMB	476.0	Allergic rhinitis	1716	1.073	0.07621
rs7216389	17	38069949.0	GSDMB	443.8	Other specified peripheral vascular diseases	32	0.6314	0.07631
rs7216389	17	38069949.0	GSDMB	740.2	Osteoarthrosis, generalized	530	1.131	0.07752
rs7216389	17	38069949.0	GSDMB	477.0	Epistaxis or throat hemorrage	493	1.1320000000000001	0.07839
rs7216389	17	38069949.0	GSDMB	558.0	Noninfectious gastroenteritis	1035	1.099	0.07847
rs7216389	17	38069949.0	GSDMB	601.4	Balanoposthitis	67	1.396	0.07876
rs7216389	17	38069949.0	GSDMB	743.2	Pathologic fracture	517	1.124	0.08073
rs7216389	17	38069949.0	GSDMB	842.0	Other sprains and strains	188	1.2009999999999998	0.08597
rs7216389	17	38069949.0	GSDMB	797.0	Shock	141	1.23	0.08628999999999999
rs7216389	17	38069949.0	GSDMB	681.0	Superficial cellulitis and abscess	2493	1.06	0.08664
rs7216389	17	38069949.0	GSDMB	286.12	Congenital deficiency of other clotting factors (including factor VII)	28	1.597	0.08766
rs7216389	17	38069949.0	GSDMB	522.5	Periapical abscess	481	0.8862	0.08774
rs7216389	17	38069949.0	GSDMB	389.0	Hearing loss	3601	0.9484	0.08818
rs7216389	17	38069949.0	GSDMB	430.1	Subarachnoid hemorrhage	36	1.505	0.08821
rs7216389	17	38069949.0	GSDMB	601.11	Acute prostatitis	67	1.361	0.0888
rs7216389	17	38069949.0	GSDMB	596.1	Bladder neck obstruction	308	1.155	0.09
rs7216389	17	38069949.0	GSDMB	433.31	Transient cerebral ischemia	951	1.089	0.09004
rs7216389	17	38069949.0	GSDMB	979.0	Adverse drug events and drug allergies	727	0.9086	0.09314
rs7216389	17	38069949.0	GSDMB	414.2	ASCVD	166	1.212	0.09332
rs7216389	17	38069949.0	GSDMB	525.2	Atrophy of edentulous alveolar ridge	98	0.7807	0.09406
rs7216389	17	38069949.0	GSDMB	557.8	Other specified intestinal malabsorption	61	1.371	0.09537000000000001
rs7216389	17	38069949.0	GSDMB	817.0	Concussion	97	0.7852	0.09584
rs7216389	17	38069949.0	GSDMB	189.1	Cancer of kidney and renal pelvis	174	0.8334	0.09648999999999999
rs7216389	17	38069949.0	GSDMB	803.0	Fracture of upper limb	1015	1.085	0.09679
rs7216389	17	38069949.0	GSDMB	694.2	Other dyschromia	310	1.147	0.09707
rs7216389	17	38069949.0	GSDMB	280.2	Iron deficiency anemia secondary to blood loss (chronic)	192	0.8414	0.09712
rs7216389	17	38069949.0	GSDMB	374.1	Ectropion or entropion	366	1.151	0.0973
rs7216389	17	38069949.0	GSDMB	276.5	Hypovolemia	1436	1.073	0.09737
rs7216389	17	38069949.0	GSDMB	195.0	Cancer, suspected or other	499	1.1159999999999999	0.0974
rs7216389	17	38069949.0	GSDMB	446.9	Arteritis NOS	74	0.7564	0.09749
rs7216389	17	38069949.0	GSDMB	256.0	Ovarian dysfunction	42	1.454	0.09997
rs7216389	17	38069949.0	GSDMB	246.7	Abnormal results of function study of thyroid	290	1.1520000000000001	0.1029
rs7216389	17	38069949.0	GSDMB	755.6	Other congenital anomalies of lower limb, including pelvic girdle	45	1.422	0.1049
rs7216389	17	38069949.0	GSDMB	702.0	Degenerative skin conditions and other dermatoses	4203	1.054	0.1063
rs7216389	17	38069949.0	GSDMB	803.1	Fracture of humerus	331	1.141	0.1066
rs7216389	17	38069949.0	GSDMB	8.5	Bacterial enteritis	194	1.179	0.1074
rs7216389	17	38069949.0	GSDMB	290.11	Alzheimer's disease	737	1.103	0.1075
rs7216389	17	38069949.0	GSDMB	707.2	Chronic ulcer of leg or foot	847	0.9209	0.1075
rs7216389	17	38069949.0	GSDMB	585.2	Renal failure NOS	194	0.8476	0.1099
rs7216389	17	38069949.0	GSDMB	528.11	Stomatitis and mucositis (ulcerative)	44	0.7065	0.1108
rs7216389	17	38069949.0	GSDMB	471.0	Nasal polyps	196	1.185	0.1114
rs7216389	17	38069949.0	GSDMB	618.0	Genital prolapse	718	1.095	0.1117
rs7216389	17	38069949.0	GSDMB	520.0	Disorders of tooth development	199	0.8453	0.1121
rs7216389	17	38069949.0	GSDMB	244.2	Acquired hypothyroidism	45	0.7084	0.1124
rs7216389	17	38069949.0	GSDMB	569.2	Gastrointestinal complications	270	0.8701	0.1129
rs7216389	17	38069949.0	GSDMB	185.0	Cancer of prostate	848	1.103	0.1138
rs7216389	17	38069949.0	GSDMB	475.9	Postnasal drip	47	1.3940000000000001	0.1145
rs7216389	17	38069949.0	GSDMB	369.2	Eye infection, viral	147	0.8276	0.115
rs7216389	17	38069949.0	GSDMB	961.0	Poisoning by other anti-infectives	425	0.887	0.1195
rs7216389	17	38069949.0	GSDMB	289.4	Lymphadenitis	597	1.0979999999999999	0.1201
rs7216389	17	38069949.0	GSDMB	871.4	Open wound of toe(s)	49	0.7266	0.1204
rs7216389	17	38069949.0	GSDMB	289.9	Abnormality of red blood cells	33	1.473	0.121
rs7216389	17	38069949.0	GSDMB	790.8	Elevated C-reactive protein (CRP)	36	1.453	0.1214
rs7216389	17	38069949.0	GSDMB	371.3	Inflammation of eyelids	2028	1.072	0.1216
rs7216389	17	38069949.0	GSDMB	736.6	Unequal leg length (acquired)	109	1.238	0.1217
rs7216389	17	38069949.0	GSDMB	371.1	Uveitis, noninfectious or NOS	261	1.1520000000000001	0.1219
rs7216389	17	38069949.0	GSDMB	198.2	Secondary malignancy of respiratory organs	140	0.8283	0.1227
rs7216389	17	38069949.0	GSDMB	458.1	Orthostatic hypotension	461	0.8987	0.1232
rs7216389	17	38069949.0	GSDMB	184.11	Malignant neoplasm of ovary	58	1.339	0.1236
rs7216389	17	38069949.0	GSDMB	216.0	Benign neoplasm of skin	2106	1.057	0.1238
rs7216389	17	38069949.0	GSDMB	270.3	Disorders of plasma protein metabolism	227	1.157	0.1247
rs7216389	17	38069949.0	GSDMB	571.5	Other chronic nonalcoholic liver disease	336	1.129	0.125
rs7216389	17	38069949.0	GSDMB	442.1	Aortic aneurysm	559	0.9013	0.126
rs7216389	17	38069949.0	GSDMB	365.11	Primary open angle glaucoma	416	1.128	0.1264
rs7216389	17	38069949.0	GSDMB	334.0	Degenerative disease of the spinal cord	110	0.8134	0.1284
rs7216389	17	38069949.0	GSDMB	531.2	Gastric ulcer	280	1.145	0.1286
rs7216389	17	38069949.0	GSDMB	53.1	Herpes zoster with nervous system complications	89	0.7921	0.1298
rs7216389	17	38069949.0	GSDMB	599.6	Oliguria and anuria	28	1.505	0.1302
rs7216389	17	38069949.0	GSDMB	614.51	Cervicitis and endocervicitis	72	1.291	0.1325
rs7216389	17	38069949.0	GSDMB	594.2	Calculus of lower urinary tract	63	1.3130000000000002	0.1334
rs7216389	17	38069949.0	GSDMB	288.1	Decreased white blood cell count	398	1.115	0.1347
rs7216389	17	38069949.0	GSDMB	609.1	Infertility, male	38	0.701	0.1353
rs7216389	17	38069949.0	GSDMB	626.11	Absent or infrequent menstruation	111	1.2590000000000001	0.1372
rs7216389	17	38069949.0	GSDMB	214.0	Lipoma	475	1.104	0.1392
rs7216389	17	38069949.0	GSDMB	696.3	Pityriasis	26	1.518	0.1406
rs7216389	17	38069949.0	GSDMB	527.2	Sialoadenitis	103	1.2309999999999999	0.1415
rs7216389	17	38069949.0	GSDMB	763.0	Thoracic or lumbosacral neuritis or radiculitis, unspecified	1659	0.943	0.1415
rs7216389	17	38069949.0	GSDMB	286.1	Congenital coagulation defects	41	1.39	0.1416
rs7216389	17	38069949.0	GSDMB	792.0	Abnormal Papanicolaou smear of cervix and cervical HPV	455	1.1159999999999999	0.1416
rs7216389	17	38069949.0	GSDMB	743.21	Pathologic fracture of vertebrae	331	1.128	0.1426
rs7216389	17	38069949.0	GSDMB	130.0	Spirochetal infection	86	0.797	0.1427
rs7216389	17	38069949.0	GSDMB	530.5	Disorders of esophageal motility	101	0.8106	0.1429
rs7216389	17	38069949.0	GSDMB	284.1	Pancytopenia	80	1.265	0.1431
rs7216389	17	38069949.0	GSDMB	801.0	Fracture of ankle and foot	948	1.077	0.1431
rs7216389	17	38069949.0	GSDMB	764.0	Sciatica	744	0.9214	0.1437
rs7216389	17	38069949.0	GSDMB	571.0	Chronic liver disease and cirrhosis	377	1.115	0.1459
rs7216389	17	38069949.0	GSDMB	737.1	Kyphosis (acquired)	104	1.227	0.146
rs7216389	17	38069949.0	GSDMB	577.2	Chronic pancreatitis	61	1.306	0.1461
rs7216389	17	38069949.0	GSDMB	363.0	Chorioretinal inflammations, scars, and other disorders of choroid	264	1.147	0.1463
rs7216389	17	38069949.0	GSDMB	962.1	Adrenal cortical steroids causing adverse effects in therapeutic use	82	0.7941	0.1479
rs7216389	17	38069949.0	GSDMB	8.0	Intestinal infection	406	1.109	0.1481
rs7216389	17	38069949.0	GSDMB	446.0	Polyarteritis nodosa and allied conditions	184	0.8575	0.1498
rs7216389	17	38069949.0	GSDMB	611.11	Mammographic microcalcification	80	0.7913	0.15
rs7216389	17	38069949.0	GSDMB	495.2	Asthma with exacerbation	155	1.181	0.1517
rs7216389	17	38069949.0	GSDMB	70.4	Chronic hepatitis	46	0.7382	0.1523
rs7216389	17	38069949.0	GSDMB	960.2	Allergy/adverse effect of penicillin	439	0.8987	0.1528
rs7216389	17	38069949.0	GSDMB	379.3	Aphakia and other disorders of lens	272	1.139	0.1529
rs7216389	17	38069949.0	GSDMB	716.9	Arthropathy NOS	599	0.9171	0.153
rs7216389	17	38069949.0	GSDMB	605.0	Erectile dysfunction [ED]	1098	1.085	0.1541
rs7216389	17	38069949.0	GSDMB	520.2	Disturbances in tooth eruption	189	0.857	0.1556
rs7216389	17	38069949.0	GSDMB	613.7	Other signs and symptoms in breast	174	1.175	0.156
rs7216389	17	38069949.0	GSDMB	496.0	Chronic airway obstruction	1807	1.057	0.1565
rs7216389	17	38069949.0	GSDMB	371.33	Noninfectious dermatoses of eyelid	60	1.298	0.1575
rs7216389	17	38069949.0	GSDMB	433.3	Cerebral ischemia	1005	1.072	0.1577
rs7216389	17	38069949.0	GSDMB	187.0	Cancer of other male genital organs	49	0.7469	0.1578
rs7216389	17	38069949.0	GSDMB	276.41	Acidosis	153	1.179	0.1581
rs7216389	17	38069949.0	GSDMB	281.9	Deficiency anemias NOS	129	0.8376	0.1598
rs7216389	17	38069949.0	GSDMB	700.0	Corns and callosities	859	1.078	0.1599
rs7216389	17	38069949.0	GSDMB	200.0	Myeloproliferative disease	165	1.169	0.1607
rs7216389	17	38069949.0	GSDMB	433.21	Cerebral artery occlusion, with cerebral infarction	510	1.0959999999999999	0.1612
rs7216389	17	38069949.0	GSDMB	290.1	Dementias	1170	1.075	0.1613
rs7216389	17	38069949.0	GSDMB	782.3	Edema	2137	1.052	0.1621
rs7216389	17	38069949.0	GSDMB	724.9	Other unspecified back disorders	81	0.7993	0.1633
rs7216389	17	38069949.0	GSDMB	90.0	Sexually transmitted infections (not HIV or hepatitis)	34	0.7083	0.1636
rs7216389	17	38069949.0	GSDMB	362.22	Macular degeneration, wet	252	1.1540000000000001	0.1653
rs7216389	17	38069949.0	GSDMB	250.13	Type 1 diabetes with ophthalmic manifestations	129	0.8362	0.166
rs7216389	17	38069949.0	GSDMB	251.0	Other disorders of pancreatic internal secretion	56	1.3019999999999998	0.1674
rs7216389	17	38069949.0	GSDMB	743.9	Osteopenia	1796	1.062	0.1683
rs7216389	17	38069949.0	GSDMB	800.0	Fracture of lower limb	987	1.072	0.1691
rs7216389	17	38069949.0	GSDMB	110.12	Althete's foot	307	1.121	0.1695
rs7216389	17	38069949.0	GSDMB	628.0	Ovarian cyst	265	0.8736	0.1701
rs7216389	17	38069949.0	GSDMB	794.0	Abnormal results of function studies	69	1.265	0.1704
rs7216389	17	38069949.0	GSDMB	535.2	Atrophic gastritis	103	0.8234	0.1715
rs7216389	17	38069949.0	GSDMB	585.3	Chronic renal failure [CKD]	1544	1.057	0.1731
rs7216389	17	38069949.0	GSDMB	366.1	Nonsenile Cataract	240	1.173	0.1732
rs7216389	17	38069949.0	GSDMB	289.0	Other diseases of blood and blood-forming organs	363	1.109	0.1755
rs7216389	17	38069949.0	GSDMB	588.2	Secondary hyperparathyroidism (of renal origin)	166	1.162	0.1772
rs7216389	17	38069949.0	GSDMB	353.1	Nerve plexus lesions	122	0.8381	0.1778
rs7216389	17	38069949.0	GSDMB	962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	25	1.4809999999999999	0.1781
rs7216389	17	38069949.0	GSDMB	720.0	Spinal stenosis	1275	0.9416	0.1792
rs7216389	17	38069949.0	GSDMB	615.0	Endometriosis	164	0.8566	0.1794
rs7216389	17	38069949.0	GSDMB	130.1	Lyme disease	83	0.8096	0.1797
rs7216389	17	38069949.0	GSDMB	562.1	Diverticulosis	2483	1.055	0.1807
rs7216389	17	38069949.0	GSDMB	588.0	Disorders resulting from impaired renal function	238	1.133	0.1813
rs7216389	17	38069949.0	GSDMB	611.1	Abnormal mammogram	933	0.9226	0.1813
rs7216389	17	38069949.0	GSDMB	716.1	Unspecified polyarthropathy or polyarthritis	92	0.8203	0.1818
rs7216389	17	38069949.0	GSDMB	218.0	Benign neoplasm of uterus	466	0.9095	0.1823
rs7216389	17	38069949.0	GSDMB	350.6	Disturbances of sensation of smell and taste	69	0.7944	0.1825
rs7216389	17	38069949.0	GSDMB	427.61	Supraventricular premature beats	207	1.155	0.1831
rs7216389	17	38069949.0	GSDMB	687.0	Symptoms affecting skin	2982	0.9569	0.1834
rs7216389	17	38069949.0	GSDMB	840.3	Joint/ligament sprain	228	1.139	0.1846
rs7216389	17	38069949.0	GSDMB	452.2	Deep vein thrombosis [DVT]	302	1.12	0.185
rs7216389	17	38069949.0	GSDMB	303.3	Psychogenic disorder	127	0.8414	0.1853
rs7216389	17	38069949.0	GSDMB	594.3	Calculus of ureter	338	1.109	0.1878
rs7216389	17	38069949.0	GSDMB	480.0	Pneumonia	2367	0.9521	0.1879
rs7216389	17	38069949.0	GSDMB	346.0	Abnormal findings on study of brain and/or nervous system	87	1.222	0.188
rs7216389	17	38069949.0	GSDMB	939.1	Contact and allergic dermatitis of eyelid	50	0.7655	0.1882
rs7216389	17	38069949.0	GSDMB	253.4	Anterior pituitary disorders	60	1.275	0.1886
rs7216389	17	38069949.0	GSDMB	369.0	Infection of the eye	1229	1.068	0.1907
rs7216389	17	38069949.0	GSDMB	260.2	severe protein-calorie malnutrition	81	1.234	0.1909
rs7216389	17	38069949.0	GSDMB	508.0	Pulmonary collapse; interstitial and compensatory emphysema	684	0.9283	0.1918
rs7216389	17	38069949.0	GSDMB	800.2	Fracture of unspecified part of femur	131	1.18	0.1933
rs7216389	17	38069949.0	GSDMB	965.1	Opiates and related narcotics causing adverse effects in therapeutic use	250	1.131	0.1959
rs7216389	17	38069949.0	GSDMB	710.19	Unspecified osteomyelitis	192	0.8748	0.1962
rs7216389	17	38069949.0	GSDMB	242.0	Thyrotoxicosis with or without goiter	361	1.104	0.1967
rs7216389	17	38069949.0	GSDMB	200.1	Polycythemia vera	46	1.3130000000000002	0.1968
rs7216389	17	38069949.0	GSDMB	519.0	Other diseases of respiratory system, not elsewhere classified	716	1.074	0.1976
rs7216389	17	38069949.0	GSDMB	624.0	Symptoms involving female genital tract	167	0.8613	0.1982
rs7216389	17	38069949.0	GSDMB	588.1	Renal osteodystrophy	92	1.2109999999999999	0.1986
rs7216389	17	38069949.0	GSDMB	599.3	Dysuria	914	1.071	0.1995
rs7216389	17	38069949.0	GSDMB	772.2	Spasm of muscle	402	1.097	0.1996
rs7216389	17	38069949.0	GSDMB	706.0	Diseases of sebaceous glands	2019	1.0490000000000002	0.1996
rs7216389	17	38069949.0	GSDMB	280.0	Iron deficiency anemias	1189	0.9436	0.2004
rs7216389	17	38069949.0	GSDMB	695.9	Unspecified erythematous condition	101	1.2009999999999998	0.2018
rs7216389	17	38069949.0	GSDMB	681.7	Cellulitis and abscess of trunk	229	1.128	0.2039
rs7216389	17	38069949.0	GSDMB	747.13	Congenital anomalies of great vessels	34	0.7302	0.2052
rs7216389	17	38069949.0	GSDMB	931.0	Contact dermatitis and other eczema due to plants [except food]	52	0.7767	0.2074
rs7216389	17	38069949.0	GSDMB	609.0	Male infertility and abnormal spermatozoa	58	0.7844	0.2088
rs7216389	17	38069949.0	GSDMB	706.2	Sebaceous cyst	1223	1.058	0.2121
rs7216389	17	38069949.0	GSDMB	503.0	Pulmonary congestion and hypostasis	162	0.8684	0.2129
rs7216389	17	38069949.0	GSDMB	353.0	Nerve root and plexus disorders	213	0.8834	0.214
rs7216389	17	38069949.0	GSDMB	585.4	Chronic kidney disease, Stage I or II	151	1.156	0.2142
rs7216389	17	38069949.0	GSDMB	276.14	Hypopotassemia	1220	1.0590000000000002	0.2151
rs7216389	17	38069949.0	GSDMB	709.0	Diffuse diseases of connective tissue	288	1.113	0.2162
