snp	chromosome	basepair	gene	phewas_code	phewas_string	cases	odds_ratio	p
rs3859192	17		GSDMA	395.4	Nonrheumatic pulmonary valve disorders	70	0.7764	0.1467
rs3859192	17		GSDMA	427.6	Premature beats	775	0.9144	0.1483
rs3859192	17		GSDMA	401.2	Hypertensive heart and/or renal disease	972	1.088	0.1491
rs3859192	17		GSDMA	246.7	Abnormal results of function study of thyroid	290	1.135	0.1494
rs3859192	17		GSDMA	735.3	Hallux valgus (Bunion)	667	1.095	0.1496
rs3859192	17		GSDMA	965.1	Opiates and related narcotics causing adverse effects in therapeutic use	250	1.148	0.1499
rs3859192	17		GSDMA	765.0	Cervical radiculitis	634	0.9173	0.1507
rs3859192	17		GSDMA	572.0	Ascites (non malignant)	136	1.193	0.1509
rs3859192	17		GSDMA	613.1	Inflammatory disease of breast	84	0.7919	0.1519
rs3859192	17		GSDMA	173.0	Neoplasm of uncertain behavior of skin	497	1.101	0.1524
rs3859192	17		GSDMA	300.11	Generalized anxiety disorder	249	0.8729	0.1528
rs3859192	17		GSDMA	241.1	Nontoxic uninodular goiter	377	1.113	0.1537
rs3859192	17		GSDMA	216.0	Benign neoplasm of skin	2106	1.053	0.1545
rs3859192	17		GSDMA	356.0	Hereditary and idiopathic peripheral neuropathy	851	0.9297	0.1551
rs3859192	17		GSDMA	520.2	Disturbances in tooth eruption	189	0.8539	0.1555
rs3859192	17		GSDMA	529.0	Diseases and other conditions of the tongue	135	0.8367	0.1566
rs3859192	17		GSDMA	700.0	Corns and callosities	859	1.079	0.1573
rs3859192	17		GSDMA	362.27	Drusen (degenerative) of retina	532	0.8977	0.1575
rs3859192	17		GSDMA	475.9	Postnasal drip	47	1.35	0.1576
rs3859192	17		GSDMA	962.1	Adrenal cortical steroids causing adverse effects in therapeutic use	82	0.7938	0.1579
rs3859192	17		GSDMA	710.2	Periostitis	46	1.3519999999999999	0.1589
rs3859192	17		GSDMA	519.2	Respiratory complications	63	1.285	0.1589
rs3859192	17		GSDMA	433.3	Cerebral ischemia	1005	1.072	0.1593
rs3859192	17		GSDMA	745.0	Pain in joint	7301	1.043	0.1593
rs3859192	17		GSDMA	264.0	Lack of normal physiological development	165	0.8517	0.1596
rs3859192	17		GSDMA	627.1	Postmenopausal bleeding	591	1.107	0.1599
rs3859192	17		GSDMA	705.3	Hidradenitis	25	0.6575	0.1602
rs3859192	17		GSDMA	604.0	Disorders of penis	220	0.8599	0.1616
rs3859192	17		GSDMA	274.21	Chondrocalcinosis	167	1.17	0.1621
rs3859192	17		GSDMA	751.1	Congenital anomalies of genital organs	34	1.41	0.1624
rs3859192	17		GSDMA	722.7	Intervertebral disc disorder with myelopathy	52	1.321	0.1629
rs3859192	17		GSDMA	754.2	Spondylolisthesis, congenital	79	1.251	0.163
rs3859192	17		GSDMA	573.7	Abnormal results of function study of liver	410	1.104	0.1636
rs3859192	17		GSDMA	251.0	Other disorders of pancreatic internal secretion	56	1.3019999999999998	0.16399999999999998
rs3859192	17		GSDMA	251.8	Other specified disorders of pancreatic internal secretion	55	1.305	0.1644
rs3859192	17		GSDMA	800.4	Fracture of patella	126	1.196	0.1662
rs3859192	17		GSDMA	275.6	Hypercalcemia	300	1.122	0.1663
rs3859192	17		GSDMA	368.4	Visual field defects	282	1.128	0.1677
rs3859192	17		GSDMA	202.2	Non-Hodgkins lymphoma	252	1.133	0.1681
rs3859192	17		GSDMA	389.0	Hearing loss	3601	0.9577	0.1689
rs3859192	17		GSDMA	379.3	Aphakia and other disorders of lens	272	1.141	0.16899999999999998
rs3859192	17		GSDMA	876.0	Posttraumatic wound infection not elsewhere classified	45	0.7409	0.1707
rs3859192	17		GSDMA	351.0	Other peripheral nerve disorders	2286	0.9522	0.1709
rs3859192	17		GSDMA	371.3	Inflammation of eyelids	2028	1.064	0.1716
rs3859192	17		GSDMA	253.4	Anterior pituitary disorders	60	0.7724	0.1721
rs3859192	17		GSDMA	349.0	Other and unspecified disorders of the nervous system	84	1.238	0.1722
rs3859192	17		GSDMA	184.2	Cancer of other female genital organs	35	0.7129	0.1723
rs3859192	17		GSDMA	728.0	Disorders of muscle, ligament, and fascia	1031	1.077	0.1727
rs3859192	17		GSDMA	965.2	Antirheumatics causing adverse effects in therapeutic use	56	1.305	0.1736
rs3859192	17		GSDMA	573.91	Elevation of levels of transaminase or lactic acid dehydrogenase [LDH]	522	1.094	0.1744
rs3859192	17		GSDMA	870.5	Open wound of lip and mouth	51	0.7553	0.1746
rs3859192	17		GSDMA	613.8	Other specified disorders of breast	429	1.115	0.1748
rs3859192	17		GSDMA	459.9	Circulatory disease NEC	770	1.077	0.1756
rs3859192	17		GSDMA	257.0	Testicular dysfunction	144	0.8481	0.1762
rs3859192	17		GSDMA	452.2	Deep vein thrombosis [DVT]	302	1.125	0.1775
rs3859192	17		GSDMA	282.8	Other hemoglobinopathies	32	0.7023	0.1776
rs3859192	17		GSDMA	514.1	Abnormal results of function study of pulmonary system	25	0.6696	0.1787
rs3859192	17		GSDMA	333.0	Extrapyramidal disease and abnormal movement disorders	588	0.9208	0.1803
rs3859192	17		GSDMA	628.0	Ovarian cyst	265	1.141	0.1824
rs3859192	17		GSDMA	624.9	stress incontinence, female	642	1.0859999999999999	0.1827
rs3859192	17		GSDMA	550.0	Abdominal hernia	2499	1.045	0.1829
rs3859192	17		GSDMA	690.0	Erythematosquamous dermatosis	612	1.0859999999999999	0.1832
rs3859192	17		GSDMA	480.2	Viral pneumonia	29	0.6941	0.1832
rs3859192	17		GSDMA	381.3	Mastoiditis & related conditions	29	1.4269999999999998	0.1833
rs3859192	17		GSDMA	626.1	Irregular menstrual cycle/bleeding	1001	1.0979999999999999	0.1834
rs3859192	17		GSDMA	550.1	Inguinal hernia	983	1.072	0.1836
rs3859192	17		GSDMA	503.0	Pulmonary congestion and hypostasis	162	0.8582	0.1841
rs3859192	17		GSDMA	977.0	Personal history of allergy to medicinal agents	310	1.122	0.1855
rs3859192	17		GSDMA	740.1	Osteoarthritis; localized	1645	1.057	0.1856
rs3859192	17		GSDMA	224.0	Benign neoplasm of eye	332	1.112	0.18600000000000003
rs3859192	17		GSDMA	348.0	Other conditions of brain	205	1.143	0.1867
rs3859192	17		GSDMA	702.2	Seborrheic keratosis	2570	1.048	0.1867
rs3859192	17		GSDMA	695.42	Systemic lupus erythematosus	98	0.8240000000000001	0.1895
rs3859192	17		GSDMA	264.2	Failure to thrive	144	0.8517	0.1898
rs3859192	17		GSDMA	289.9	Abnormality of red blood cells	33	0.7152	0.1898
rs3859192	17		GSDMA	365.1	Open-angle glaucoma	933	1.0759999999999998	0.1913
rs3859192	17		GSDMA	592.11	Acute cystitis	156	0.8515	0.1921
rs3859192	17		GSDMA	433.6	Acute, but ill-defined cerebrovascular disease	579	1.088	0.1925
rs3859192	17		GSDMA	870.2	Open wound of ear	34	1.381	0.19399999999999998
rs3859192	17		GSDMA	334.0	Degenerative disease of the spinal cord	110	0.8358	0.19399999999999998
rs3859192	17		GSDMA	596.5	Functional disorders of bladder	218	0.8808	0.1965
rs3859192	17		GSDMA	480.5	Bronchopneumonia and lung abscess	49	0.7641	0.1985
rs3859192	17		GSDMA	433.11	Occlusion of cerebral arteries, with cerebral infarction	96	1.208	0.1986
rs3859192	17		GSDMA	261.4	Vitamin D deficiency	238	0.8859	0.1992
rs3859192	17		GSDMA	527.7	Disturbance of salivary secretion	60	1.2690000000000001	0.1996
rs3859192	17		GSDMA	727.0	Other disorders of synovium, tendon, and bursa	2341	1.053	0.1998
rs3859192	17		GSDMA	327.1	Hypersomnia	102	1.198	0.1999
rs3859192	17		GSDMA	198.5	Secondary malignancy of brain/spine	66	0.7945	0.2001
rs3859192	17		GSDMA	687.4	Disturbance of skin sensation	1661	1.055	0.2003
rs3859192	17		GSDMA	53.0	Herpes zoster	604	0.9228	0.2003
rs3859192	17		GSDMA	743.0	Osteoporosis, osteopenia and pathological fracture	3276	1.045	0.2008
rs3859192	17		GSDMA	585.4	Chronic kidney disease, Stage I or II	151	1.1640000000000001	0.2009
rs3859192	17		GSDMA	286.0	Coagulation defects	2191	1.047	0.2027
rs3859192	17		GSDMA	563.0	Constipation	1449	1.062	0.2047
rs3859192	17		GSDMA	383.0	Otosclerosis	101	1.2009999999999998	0.2048
rs3859192	17		GSDMA	276.5	Hypovolemia	1436	1.056	0.2048
rs3859192	17		GSDMA	614.3	Pelvic inflammatory disease (PID)	36	1.3559999999999999	0.2049
rs3859192	17		GSDMA	964.0	Poisoning by agents primarily affecting blood constituents	71	1.2409999999999999	0.2058
rs3859192	17		GSDMA	352.0	Disorders of other cranial nerves	270	1.119	0.20600000000000002
rs3859192	17		GSDMA	275.1	Disorders of iron metabolism	40	0.7473	0.20600000000000002
rs3859192	17		GSDMA	513.3	Hypoventilation	52	1.286	0.2064
rs3859192	17		GSDMA	305.1	Tension headache	486	1.102	0.2065
rs3859192	17		GSDMA	256.0	Ovarian dysfunction	42	1.328	0.2069
rs3859192	17		GSDMA	292.6	Hallucinations	42	1.3219999999999998	0.207
rs3859192	17		GSDMA	250.15	Diabetes type 1 with peripheral circulatory disorders	35	1.354	0.20800000000000002
rs3859192	17		GSDMA	362.6	Peripheral retinal degenerations	254	1.128	0.2132
rs3859192	17		GSDMA	610.0	Benign mammary dysplasias	1309	1.07	0.2138
rs3859192	17		GSDMA	972.0	Poisoning by agents primarily affecting the cardiovascular system	223	1.133	0.2143
rs3859192	17		GSDMA	696.3	Pityriasis	26	1.416	0.2172
rs3859192	17		GSDMA	701.4	Keloid scar	61	1.258	0.2181
rs3859192	17		GSDMA	430.1	Subarachnoid hemorrhage	36	0.7416	0.2193
rs3859192	17		GSDMA	526.42	Arthralgia/ankylosis of temporomandibular joint	75	1.229	0.2197
rs3859192	17		GSDMA	851.0	Complications of transplants and reattached limbs	70	1.2329999999999999	0.2202
rs3859192	17		GSDMA	742.9	Other derangement of joint	249	0.8921	0.2208
rs3859192	17		GSDMA	401.21	Hypertensive heart disease	237	1.137	0.2209
rs3859192	17		GSDMA	510.0	Other diseases of lung	1180	1.056	0.2229
rs3859192	17		GSDMA	585.3	Chronic renal failure [CKD]	1544	1.052	0.2229
rs3859192	17		GSDMA	455.0	Hemorrhoids	2796	1.0490000000000002	0.2235
rs3859192	17		GSDMA	703.8	Other specified diseases of nail	939	1.065	0.2239
